LOAN_NO,MEMBER_NAME,MOBILE_NUMBER,STATE,DISTRICT,RURAL_URBAN,PRODUCT,DISBURSEMENT_DATE,TENURE,TOTAL_INSTAL,PRINCIPAL_TOTAL,OUTSTANDING_PRINCIPAL,PRIN_COLLECTED,INT_COLLECTED,LAST_EMI,TOTAL_ARREAR,Total_EMI_Paid_Count,LAST_COLL_DATE,LAST_COLL_AMOUNT,OD_DAYS,OD_BUCKET,STATUS,TOTAL_INCOME,TOTAL_EXPENSE,FOIR,AGE,CYCLE,PAID_WITHIN_30D,AMOUNT_PAID_30D
LN1010668,Mukesh Mahto,6246492207,Maharashtra,Amravati,URBAN,Individual Loan,2023-07-06,36,36,50000.00,40278.00,9722.00,1750.00,2389.00,2389.00,7,2024-02-25,2389.00,10,0-30,Active,23931,9805,0.5095,47,1,1,1970.00
LN1010669,Kavita Singh,7515467709,Madhya Pradesh,Ujjain,URBAN,Micro-Enterprise,2022-07-21,36,36,25000.00,15972.00,9028.00,1625.00,1194.00,8358.00,13,2023-09-17,1194.00,182,181-360,Active,27395,16723,0.6540,44,3,1,1194.00
LN1010670,Vijay Tiwari,9985601990,Tamil Nadu,Tirunelveli,RURAL,Micro-Enterprise,2023-08-01,36,36,60000.00,51667.00,8333.00,1500.00,2867.00,8601.00,5,2024-01-06,2867.00,66,61-90,Active,64393,41318,0.6862,24,2,1,2867.00
LN1010671,Radha Manjhi,8485127345,Bihar,Gaya,URBAN,Agriculture Allied,2022-12-08,24,24,75000.00,31250.00,43750.00,7875.00,4625.00,4625.00,14,2024-02-27,4625.00,19,0-30,Active,17922,7323,0.6667,52,3,1,4625.00
LN1010672,Ramesh Devi,8201180271,West Bengal,Malda,RURAL,JLG,2023-09-13,12,12,75000.00,43750.00,31250.00,5625.00,7750.00,7750.00,5,2024-03-16,7750.00,6,0-30,Active,17329,10877,1.0749,54,2,1,7144.00
LN1010673,Anil Tiwari,6459345103,Tamil Nadu,Tirunelveli,RURAL,Individual Loan,2022-08-04,36,36,50000.00,23611.00,26389.00,4750.00,2389.00,2389.00,19,2024-03-04,2389.00,5,0-30,Active,32611,24897,0.8367,39,4,1,2389.00
LN1010674,Urmila Kaur,9565198148,Madhya Pradesh,Rewa,RURAL,JLG,2023-05-08,12,12,25000.00,10417.00,14583.00,2625.00,2583.00,7749.00,7,2024-01-15,2583.00,71,61-90,Active,20353,17297,0.9768,23,4,1,2583.00
LN1010675,Meena Patel,8641068112,Odisha,Khordha,RURAL,Micro-Enterprise,2023-01-09,36,36,100000.00,63889.00,36111.00,6500.00,4778.00,4778.00,13,2024-03-08,4778.00,2,0-30,Active,64172,34304,0.6090,56,5,1,4778.00
LN1010676,Rani Yadav,6746538073,Odisha,Puri,URBAN,Agriculture Allied,2022-12-22,24,24,75000.00,34375.00,40625.00,7313.00,4625.00,9250.00,13,2024-01-07,4625.00,60,31-60,Active,34049,17166,0.6400,29,5,1,4625.00
LN1010677,Urmila Manjhi,6350912989,West Bengal,Nadia,RURAL,Agriculture Allied,2023-03-05,18,18,100000.00,110507.00,66667.00,12000.00,7556.00,7556.00,12,2024-03-20,7556.00,4,0-30,Active,22393,14504,0.9851,25,5,1,13618.00
LN1010678,Santosh Kaur,7477177412,Uttar Pradesh,Gorakhpur,RURAL,Micro-Enterprise,2022-09-05,24,24,25000.00,6250.00,18750.00,3375.00,1542.00,1542.00,18,2024-03-14,1542.00,10,0-30,Active,20887,17742,0.9233,40,4,1,936.00
LN1010679,Sunil Tiwari,9403368950,Odisha,Ganjam,RURAL,Individual Loan,2022-06-18,24,24,30000.00,7500.00,22500.00,4050.00,1850.00,5550.00,18,2023-12-21,1850.00,82,61-90,Active,43927,36279,0.8680,24,2,0,0.00
LN1010680,Mamta Das,8450338885,Maharashtra,Solapur,URBAN,Micro-Enterprise,2022-06-26,24,24,100000.00,37500.00,62500.00,11250.00,6167.00,37002.00,15,2023-10-19,6167.00,158,91-180,NPA,37338,19255,0.6809,47,4,1,6167.00
LN1010681,Guddi Tiwari,9988853758,Tamil Nadu,Thanjavur,RURAL,JLG,2021-09-12,36,36,50000.00,11111.00,38889.00,7000.00,2389.00,7167.00,28,2024-01-09,2389.00,71,61-90,Active,,,,32,3,1,2295.00
LN1010682,Mamta Patel,8932749848,Uttar Pradesh,Kanpur,RURAL,Micro-Enterprise,2023-10-01,12,12,50000.00,50000.00,0.00,0.00,5167.00,31002.00,0,2023-10-05,5167.00,170,91-180,Active,35582,25701,0.8675,54,1,1,8421.00
LN1010683,Ramesh Kumari,7911128562,Madhya Pradesh,Jabalpur,URBAN,Micro-Enterprise,2023-12-01,18,18,50000.00,44444.00,5556.00,1000.00,3778.00,7556.00,2,2024-01-20,3778.00,51,31-60,Active,,,,41,2,0,0.00
LN1010684,Urmila Singh,6425887262,Rajasthan,Jodhpur,RURAL,Micro-Enterprise,2023-05-03,12,12,40000.00,16667.00,23333.00,4200.00,4133.00,16532.00,7,2023-12-01,4133.00,96,91-180,Active,43582,36617,0.9350,22,3,0,0.00
LN1010685,Mukesh Mondal,6596284950,Maharashtra,Amravati,RURAL,Agriculture Allied,2023-11-25,24,24,40000.00,40000.00,0.00,0.00,2467.00,17269.00,0,2023-09-20,2467.00,186,181-360,Write-Off,23637,13325,0.6681,26,5,0,0.00
LN1010686,Sangeeta Mondal,7690932559,Bihar,Darbhanga,RURAL,Micro-Enterprise,2023-05-22,18,18,100000.00,109956.00,38889.00,7000.00,7556.00,22668.00,7,2023-12-20,7556.00,90,61-90,Active,16473,13386,1.2000,26,5,1,7556.00
LN1010687,Ramesh Mondal,63725762,Maharashtra,Nagpur,RURAL,Individual Loan,2021-04-30,36,36,30000.00,4167.00,25833.00,4650.00,1433.00,5732.00,31,2023-11-21,1433.00,107,91-180,Active,34206,26593,0.8193,51,4,1,1793.00
LN1010688,Dinesh Patel,9792981993,Uttar Pradesh,Gorakhpur,RURAL,Agriculture Allied,2023-09-10,12,12,50000.00,33333.00,16667.00,3000.00,5167.00,10334.00,4,2024-01-21,5167.00,60,31-60,Active,44107,23955,0.6603,45,3,1,5167.00
LN1010689,Ramesh Patel,6745890370,Odisha,Cuttack,RURAL,Micro-Enterprise,2021-10-27,36,36,25000.00,26353.00,18056.00,3250.00,1194.00,3582.00,26,2024-01-12,1194.00,62,61-90,Active,25990,13047,0.5479,45,5,1,1194.00
LN1010690,Mamta Sharma,9412779546,Tamil Nadu,Salem,URBAN,JLG,2021-10-09,36,36,30000.00,5833.00,24167.00,4350.00,1433.00,1433.00,29,2024-02-28,1433.00,24,0-30,Active,26301,10988,0.4723,57,2,1,1433.00
LN1010691,Sangeeta Manjhi,6825399834,Tamil Nadu,Thanjavur,RURAL,Agriculture Allied,2023-08-16,12,12,75000.00,43750.00,31250.00,5625.00,7750.00,15500.00,5,2024-01-20,7750.00,50,31-60,Active,51119,43082,0.9944,42,5,1,7750.00
LN1010692,Rajesh Manjhi,7710284593,Tamil Nadu,Madurai,RURAL,Agriculture Allied,2022-02-01,36,36,25000.00,7639.00,17361.00,3125.00,1194.00,1194.00,25,2024-03-03,1194.00,6,0-30,Active,53024,37477,0.7293,30,4,1,1180.00
LN1010693,Sangeeta Mondal,7597725991,Maharashtra,Pune,RURAL,Individual Loan,2023-12-10,12,12,30000.00,25000.00,5000.00,900.00,3100.00,3100.00,2,2024-03-02,3100.00,9,0-30,Active,18608,14285,0.9343,47,2,1,3100.00
LN1010694,Sangeeta Das,7183350362,West Bengal,South 24 Parganas,URBAN,Individual Loan,2023-11-19,12,12,60000.00,60000.00,0.00,0.00,6200.00,68200.00,0,2023-05-01,6200.00,329,181-360,Active,36950,20129,0.7126,22,1,0,0.00
LN1010695,Ramesh Kumari,8428190231,Bihar,Bhagalpur,URBAN,Agriculture Allied,2023-01-31,24,24,50000.00,22917.00,27083.00,4875.00,3083.00,3083.00,13,2024-02-12,3083.00,28,0-30,Active,24107,11647,0.6110,24,5,1,3083.00
LN1010696,Urmila Khatun,8643208685,Uttar Pradesh,Gorakhpur,RURAL,Agriculture Allied,2022-11-25,36,36,75000.00,43750.00,31250.00,5625.00,3583.00,3583.00,15,2024-02-24,3583.00,21,0-30,Active,38265,22090,0.6709,57,1,1,3583.00
LN1010697,Rekha Bai,8548057424,Odisha,Ganjam,RURAL,Individual Loan,2023-09-21,24,24,40000.00,31667.00,8333.00,1500.00,2467.00,2467.00,5,2024-02-13,2467.00,28,0-30,Active,44140,33754,0.8206,35,1,1,4547.00
LN1010698,Manju Singh,7217559004,Maharashtra,Nashik,RURAL,Micro-Enterprise,2023-08-07,18,18,100000.00,66667.00,33333.00,6000.00,7556.00,7556.00,6,2024-03-04,7556.00,9,0-30,Active,35090,20653,0.8039,52,4,1,7174.00
LN1010699,Sunil Patel,8659961017,Uttar Pradesh,Varanasi,RURAL,Agriculture Allied,2022-10-16,18,18,30000.00,3333.00,26667.00,4800.00,2267.00,2267.00,16,2024-02-19,2267.00,27,0-30,Active,52859,35918,0.7224,45,5,1,2267.00
LN1010700,Shanti Khatun,9997945443,West Bengal,Nadia,RURAL,Individual Loan,2022-12-17,18,18,30000.00,10000.00,20000.00,3600.00,2267.00,6801.00,12,2024-01-10,2267.00,61,61-90,Active,,,,25,3,1,3020.00
LN1010701,Rekha Verma,8886607181,Odisha,Puri,URBAN,JLG,2023-12-15,24,24,50000.00,45833.00,4167.00,750.00,3083.00,3083.00,2,2024-03-08,3083.00,10,0-30,Active,33089,27849,0.9348,22,4,1,5505.00
LN1010702,Lalita Das,8897444154,Bihar,Muzaffarpur,RURAL,Micro-Enterprise,2023-08-12,18,18,60000.00,46667.00,13333.00,2400.00,4533.00,13599.00,4,2024-01-12,4533.00,65,61-90,Active,18220,9854,0.7896,41,2,1,4533.00
LN1010703,Mukesh Bai,9530916620,Bihar,Bhagalpur,RURAL,JLG,2021-11-15,36,36,75000.00,18750.00,56250.00,10125.00,3583.00,3583.00,27,2024-02-25,3583.00,17,0-30,Active,45107,31983,0.7885,42,3,1,2539.00
LN1010704,Sarita Sharma,6332418134,Odisha,Puri,URBAN,JLG,2023-10-16,12,12,25000.00,16667.00,8333.00,1500.00,2583.00,2583.00,4,2024-03-02,2583.00,7,0-30,Active,62106,47670,0.8091,48,3,1,2696.00
LN1010705,Dinesh Verma,6256639206,Bihar,Purnia,RURAL,Agriculture Allied,2023-02-19,24,24,75000.00,37500.00,37500.00,6750.00,4625.00,4625.00,12,2024-02-24,4625.00,11,0-30,Active,15316,8199,0.8373,44,2,1,4625.00
LN1010706,Geeta Devi,7706497831,Bihar,Gaya,RURAL,Agriculture Allied,2023-10-24,12,12,75000.00,56250.00,18750.00,3375.00,7750.00,15500.00,3,2024-02-06,7750.00,36,31-60,Active,51716,37550,0.8759,33,1,1,7750.00
LN1010707,Rani Paswan,8970285405,Madhya Pradesh,Ujjain,RURAL,Micro-Enterprise,2023-12-01,12,12,40000.00,40000.00,0.00,0.00,4133.00,24798.00,0,2023-09-24,4133.00,165,91-180,Active,58675,29262,0.5692,56,1,1,4133.00
LN1010708,Suresh Verma,7270141864,Tamil Nadu,Tirunelveli,URBAN,Micro-Enterprise,2023-01-03,36,36,100000.00,72222.00,27778.00,5000.00,4778.00,23890.00,10,2023-11-09,,124,91-180,NPA,51191,28087,0.6420,38,5,1,4529.00
LN1010709,Guddi Sharma,8146303084,West Bengal,Murshidabad,RURAL,Micro-Enterprise,2022-02-13,36,36,100000.00,33333.00,66667.00,12000.00,4778.00,4778.00,24,2024-03-07,4778.00,14,0-30,Active,51264,36182,0.7990,52,3,1,4778.00
LN1010710,Sunil Mahto,7726622291,Uttar Pradesh,Lucknow,RURAL,JLG,2022-03-17,24,24,30000.00,1250.00,28750.00,5175.00,1850.00,1850.00,23,2024-03-12,1850.00,14,0-30,Active,,,,23,2,1,1850.00
LN1010711,Vijay Pandey,9785640180,Odisha,Balasore,URBAN,Agriculture Allied,2023-07-09,18,18,75000.00,54167.00,20833.00,3750.00,5667.00,17001.00,5,2023-12-30,5667.00,68,61-90,Active,53535,45119,0.9487,36,4,1,5667.00
LN1010712,Kavita Mondal,9285622098,Uttar Pradesh,Bareilly,RURAL,Agriculture Allied,2023-09-02,12,12,75000.00,43750.00,31250.00,5625.00,7750.00,15500.00,5,2024-01-24,7750.00,44,31-60,Active,57107,29090,0.6451,51,2,1,4910.00
LN1010713,Dinesh Verma,7252266496,Rajasthan,Bikaner,URBAN,Agriculture Allied,2022-03-10,24,24,40000.00,8333.00,31667.00,5700.00,2467.00,12335.00,19,2023-10-28,2467.00,136,91-180,Active,42084,20631,0.5489,47,5,1,2467.00
LN1010714,Anil Kumari,6586553065,Rajasthan,Kota,RURAL,Micro-Enterprise,2023-02-02,24,24,40000.00,21667.00,18333.00,3300.00,2467.00,7401.00,11,2024-01-04,2467.00,66,61-90,Active,62224,36309,0.6232,23,3,1,4399.00
LN1010715,Pooja Tiwari,6851437315,Tamil Nadu,Madurai,URBAN,Individual Loan,2023-12-28,18,18,100000.00,100000.00,0.00,0.00,7556.00,22668.00,0,2024-01-15,7556.00,62,61-90,Active,36955,30597,1.0324,39,2,0,0.00
LN1010716,Rekha Bai,6767388779,West Bengal,Nadia,RURAL,Individual Loan,2021-08-25,36,36,75000.00,12500.00,62500.00,11250.00,3583.00,3583.00,30,2024-03-23,3583.00,3,0-30,Active,19490,9445,0.6684,48,5,1,3583.00
LN1010717,Aarti Patel,7783501514,Tamil Nadu,Tirunelveli,URBAN,Micro-Enterprise,2022-11-13,36,36,75000.00,70833.00,4167.00,750.00,3583.00,50162.00,2,2023-02-14,3583.00,400,360+,Active,52865,32364,0.6800,21,1,0,0.00
LN1010718,Suresh Tiwari,8442398625,Odisha,Cuttack,RURAL,Micro-Enterprise,2022-11-02,18,18,40000.00,33333.00,6667.00,1200.00,3022.00,42308.00,3,2023-01-25,3022.00,409,360+,Write-Off,32309,26797,0.9229,41,5,0,0.00
LN1010719,Geeta Roy,8762032743,West Bengal,Murshidabad,RURAL,Micro-Enterprise,2023-09-12,24,24,25000.00,19792.00,5208.00,937.00,1542.00,1542.00,5,2024-02-16,1542.00,30,0-30,Active,21629,10436,0.5538,34,1,1,2043.00
LN1010720,Aarti Paswan,6662038864,Bihar,Purnia,URBAN,Agriculture Allied,2021-05-26,36,36,50000.00,6944.00,43056.00,7750.00,2389.00,7167.00,31,2024-01-08,2389.00,61,61-90,Active,43051,24523,0.6251,21,5,1,1778.00
LN1010721,Mukesh Yadav,6924395119,Maharashtra,Amravati,RURAL,JLG,2023-12-17,18,18,60000.00,53333.00,6667.00,1200.00,4533.00,4533.00,2,2024-02-21,4533.00,29,0-30,Active,60165,51122,0.9250,32,5,1,4533.00
LN1010722,Anita Pandey,7610792135,Madhya Pradesh,Indore,RURAL,Micro-Enterprise,2023-10-31,18,18,75000.00,75000.00,0.00,0.00,5667.00,28335.00,0,2023-11-02,5667.00,128,91-180,Active,21736,16987,1.0422,39,5,1,5667.00
LN1010723,Geeta Roy,7224419606,Rajasthan,Udaipur,RURAL,Individual Loan,2023-11-15,36,36,60000.00,55000.00,5000.00,900.00,2867.00,2867.00,3,2024-03-11,2867.00,9,0-30,Active,23707,12962,0.6677,25,2,1,1856.00
LN1010724,Dinesh Devi,9285293782,West Bengal,Malda,RURAL,Individual Loan,2023-04-07,18,18,100000.00,44444.00,55556.00,10000.00,7556.00,7556.00,10,2024-02-13,7556.00,27,0-30,Active,21496,15407,1.0682,55,5,1,7556.00
LN1010725,Sarita Khatun,6351709999,Bihar,Gaya,URBAN,Individual Loan,2022-10-31,36,36,50000.00,27778.00,22222.00,4000.00,2389.00,2389.00,16,2024-03-03,2389.00,11,0-30,Active,39922,20409,0.5711,53,5,1,2389.00
LN1010726,Anita Patel,6856597793,Maharashtra,Pune,RURAL,Micro-Enterprise,2023-03-13,12,12,100000.00,25000.00,75000.00,13500.00,10333.00,30999.00,9,2024-01-19,10333.00,63,61-90,Active,50339,36882,0.9379,27,3,1,10333.00
LN1010727,Rajesh Singh,9674414474,Maharashtra,Nagpur,URBAN,Individual Loan,2023-04-18,24,24,100000.00,62500.00,37500.00,6750.00,6167.00,12334.00,9,2024-02-13,6167.00,40,31-60,Active,38944,17493,0.6075,56,3,1,7963.00
LN1010728,Geeta Paswan,8860666545,West Bengal,South 24 Parganas,URBAN,JLG,2023-11-01,12,12,60000.00,40000.00,20000.00,3600.00,6200.00,6200.00,4,2024-02-25,6200.00,18,0-30,Active,25431,13599,0.7785,56,2,1,2929.00
LN1010729,Mukesh Yadav,7627890410,Rajasthan,Bikaner,RURAL,JLG,2023-01-24,18,18,30000.00,8333.00,21667.00,3900.00,2267.00,2267.00,13,2024-02-27,2267.00,17,0-30,Active,62137,50094,0.8427,23,4,1,2710.00
LN1010730,Sunita Singh,8930715642,Bihar,Muzaffarpur,URBAN,Agriculture Allied,2022-11-19,24,24,30000.00,11250.00,18750.00,3375.00,1850.00,1850.00,15,2024-02-29,1850.00,12,0-30,Active,,,,55,5,1,1850.00
LN1010731,Manoj Khatun,8128738952,Uttar Pradesh,Azamgarh,RURAL,Individual Loan,2023-04-22,12,12,40000.00,10000.00,30000.00,5400.00,4133.00,8266.00,9,2024-01-19,4133.00,48,31-60,Active,22231,16855,0.9441,22,2,1,4133.00
LN1010732,Guddi Begum,9832080010,West Bengal,South 24 Parganas,RURAL,Micro-Enterprise,2023-10-11,24,24,50000.00,41667.00,8333.00,1500.00,3083.00,3083.00,4,2024-02-16,3083.00,28,0-30,Active,17731,14641,0.9996,44,2,0,0.00
LN1010733,Anita Patel,6153971289,Odisha,Balasore,RURAL,Micro-Enterprise,2023-02-26,12,12,30000.00,2500.00,27500.00,4950.00,3100.00,3100.00,11,2024-03-13,3100.00,2,0-30,Active,,,,29,4,1,3100.00
LN1010734,Shanti Paswan,8626086863,Madhya Pradesh,Rewa,URBAN,Individual Loan,2022-05-28,24,24,40000.00,5000.00,35000.00,6300.00,2467.00,2467.00,21,2024-02-27,2467.00,23,0-30,Active,33048,16977,0.5884,32,2,1,1926.00
LN1010735,Kiran Mondal,7789612864,Madhya Pradesh,Indore,RURAL,Micro-Enterprise,2023-05-12,24,24,30000.00,22500.00,7500.00,1350.00,1850.00,7400.00,6,2023-11-14,1850.00,114,91-180,Active,19965,12159,0.7017,55,2,0,0.00
LN1010736,Anil Tiwari,6291805763,Uttar Pradesh,Varanasi,RURAL,Individual Loan,2021-06-02,36,36,40000.00,3333.00,36667.00,6600.00,1911.00,1911.00,33,2024-02-29,1911.00,20,0-30,Active,16026,10103,0.7497,45,2,1,1911.00
LN1010737,Manoj Kaur,6690971575,Rajasthan,Udaipur,RURAL,JLG,2021-07-21,36,36,50000.00,9722.00,40278.00,7250.00,2389.00,7167.00,29,2024-01-02,2389.00,82,61-90,Active,58168,26141,0.4905,43,4,1,2389.00
LN1010738,Kavita Tiwari,9386473027,West Bengal,Hooghly,RURAL,Individual Loan,2023-10-03,12,12,30000.00,22500.00,7500.00,1350.00,3100.00,9300.00,3,2024-01-04,3100.00,64,61-90,Active,24804,17673,0.8375,47,4,1,3501.00
LN1010739,Radha Mondal,6168111212,Bihar,Gaya,URBAN,Micro-Enterprise,2021-04-05,36,36,40000.00,2222.00,37778.00,6800.00,1911.00,3822.00,34,2024-02-02,1911.00,44,31-60,Active,60681,47160,0.8087,25,1,1,1911.00
LN1010740,Sunita Manjhi,9541415149,Rajasthan,Bikaner,RURAL,Agriculture Allied,2022-06-05,36,36,75000.00,31250.00,43750.00,7875.00,3583.00,3583.00,21,2024-03-09,3583.00,4,0-30,Active,62374,35206,0.6219,55,3,1,3583.00
LN1010741,Urmila Begum,9367086621,Maharashtra,Nagpur,RURAL,Individual Loan,2023-03-22,12,12,25000.00,8333.00,16667.00,3000.00,2583.00,10332.00,8,2023-11-18,2583.00,111,91-180,Active,29229,19418,0.7527,37,3,1,2750.00
LN1010742,Mamta Patel,8816225611,Madhya Pradesh,Ujjain,RURAL,Micro-Enterprise,2023-10-16,18,18,60000.00,46667.00,13333.00,2400.00,4533.00,4533.00,4,2024-02-26,4533.00,12,0-30,Active,25831,11858,0.6345,40,5,1,4533.00
LN1010743,Sunil Patel,7610193835,West Bengal,North 24 Parganas,RURAL,Agriculture Allied,2023-09-02,18,18,30000.00,20000.00,10000.00,1800.00,2267.00,2267.00,6,2024-02-23,2267.00,17,0-30,Active,19088,11940,0.7443,33,4,1,2267.00
LN1010744,Kiran Kaur,6116766188,Uttar Pradesh,Prayagraj,RURAL,Individual Loan,2023-03-15,18,18,50000.00,33333.00,16667.00,3000.00,3778.00,22668.00,6,2023-09-25,3778.00,178,91-180,NPA,56467,47860,0.9145,54,1,0,0.00
LN1010745,Sangeeta Kaur,6786915594,Tamil Nadu,Thanjavur,RURAL,Micro-Enterprise,2023-03-23,24,24,60000.00,35000.00,25000.00,4500.00,3700.00,7400.00,10,2024-02-07,3700.00,40,31-60,Active,63315,30254,0.5363,52,3,1,3700.00
LN1010746,Manoj Patel,8832386393,Maharashtra,Solapur,RURAL,Agriculture Allied,2023-11-14,36,36,30000.00,29167.00,833.00,150.00,1433.00,4299.00,1,2024-01-20,1433.00,62,61-90,Active,19822,9894,0.5714,47,1,1,1433.00
LN1010747,Guddi Roy,6356824866,Bihar,Patna,URBAN,Individual Loan,2023-12-26,18,18,60000.00,60000.00,0.00,0.00,4533.00,58929.00,0,2023-02-11,4533.00,389,360+,Write-Off,55610,46452,0.9168,26,3,0,0.00
LN1010748,Anita Manjhi,9347485729,Uttar Pradesh,Gorakhpur,RURAL,JLG,2021-03-04,36,36,50000.00,5556.00,44444.00,8000.00,2389.00,9556.00,32,2023-12-09,2389.00,101,91-180,NPA,51739,32677,0.6777,44,3,1,2389.00
LN1010749,Vijay Patel,9730640648,Madhya Pradesh,Rewa,RURAL,JLG,2023-01-12,24,24,60000.00,35000.00,25000.00,4500.00,3700.00,14800.00,10,2023-11-16,3700.00,117,91-180,Active,33323,25654,0.8809,22,1,0,0.00
LN1010750,Manju Bai,8342218738,Bihar,Samastipur,URBAN,Micro-Enterprise,2023-10-23,36,36,100000.00,94444.00,5556.00,1000.00,4778.00,14334.00,2,2023-12-16,4778.00,86,61-90,Active,28299,13338,0.6402,22,4,1,4778.00
LN1010751,Pooja Mondal,7324100773,Odisha,Balasore,RURAL,Micro-Enterprise,2023-04-07,18,18,30000.00,13333.00,16667.00,3000.00,2267.00,2267.00,10,2024-02-24,2267.00,25,0-30,Active,,,,46,3,1,2267.00
LN1010752,Shanti Gupta,8787922870,Uttar Pradesh,Azamgarh,RURAL,Micro-Enterprise,2023-09-02,12,12,75000.00,43750.00,31250.00,5625.00,7750.00,15500.00,5,2024-02-08,7750.00,38,31-60,Active,47522,29912,0.7925,38,1,1,7750.00
LN1010753,Geeta Begum,6988199367,Tamil Nadu,Salem,RURAL,JLG,2023-05-09,36,36,100000.00,100000.00,0.00,0.00,4778.00,57336.00,0,2023-03-31,4778.00,343,181-360,Active,40108,20321,0.6258,44,5,0,0.00
LN1010754,Anita Verma,7658240184,West Bengal,Malda,URBAN,JLG,2022-12-19,36,36,25000.00,28719.00,8333.00,1500.00,1194.00,3582.00,12,2024-01-13,1194.00,64,61-90,Active,31706,23174,0.7686,24,5,1,1194.00
LN1010755,Kavita Gupta,022-7479729,Tamil Nadu,Madurai,URBAN,Micro-Enterprise,2023-01-23,18,18,75000.00,45833.00,29167.00,5250.00,5667.00,39669.00,7,2023-09-03,5667.00,195,181-360,Active,29821,16309,0.7369,49,3,0,0.00
LN1010756,Kavita Paswan,7795526659,Bihar,Muzaffarpur,RURAL,Individual Loan,2023-03-15,12,12,25000.00,4167.00,20833.00,3750.00,2583.00,5166.00,10,2024-01-24,2583.00,54,31-60,Active,58439,34032,0.6266,45,1,0,0.00
LN1010757,Sita Verma,8628744138,Bihar,Gaya,RURAL,JLG,2022-03-29,36,36,50000.00,20833.00,29167.00,5250.00,2389.00,7167.00,21,2024-01-03,2389.00,69,61-90,Active,24439,9910,0.5033,55,1,1,2389.00
LN1010758,Radha Kumari,7821801028,West Bengal,Hooghly,URBAN,Agriculture Allied,2023-09-22,12,12,25000.00,18750.00,6250.00,1125.00,2583.00,7749.00,3,2023-12-15,2583.00,85,61-90,Active,20802,9545,0.5830,34,4,1,2583.00
LN1010759,Kiran Das,7640767816,Bihar,Bhagalpur,RURAL,Micro-Enterprise,2023-02-25,36,36,30000.00,20000.00,10000.00,1800.00,1433.00,1433.00,12,2024-02-26,1433.00,12,0-30,Active,25587,20142,0.8432,40,2,1,1433.00
LN1010760,Santosh Das,9979180025,Bihar,Muzaffarpur,RURAL,JLG,2023-01-29,24,24,100000.00,66667.00,33333.00,6000.00,6167.00,37002.00,8,2023-09-30,6167.00,159,91-180,Active,52950,31530,0.7119,43,2,1,6067.00
LN1010761,Rekha Das,6396305918,Maharashtra,Amravati,URBAN,Agriculture Allied,2023-11-01,12,12,25000.00,16667.00,8333.00,1500.00,2583.00,2583.00,4,2024-02-15,2583.00,24,0-30,Active,46901,39737,0.9023,24,1,1,2583.00
LN1010762,Anil Pandey,6116077104,Tamil Nadu,Tiruchirappalli,RURAL,JLG,2023-05-04,12,12,75000.00,18750.00,56250.00,10125.00,7750.00,15500.00,9,2024-02-07,7750.00,35,31-60,Active,28031,23062,1.0992,58,2,1,7750.00
LN1010763,Radha Roy,6935317925,Bihar,Purnia,RURAL,Micro-Enterprise,2023-07-14,36,36,60000.00,51667.00,8333.00,1500.00,2867.00,8601.00,5,2024-01-03,2867.00,71,61-90,Active,25793,19925,0.8837,24,3,0,0.00
LN1010764,Sunita Begum,6103421442,West Bengal,Murshidabad,URBAN,Micro-Enterprise,2023-08-17,18,18,30000.00,23333.00,6667.00,1200.00,2267.00,6801.00,4,2024-01-07,2267.00,69,61-90,Active,22030,9406,0.5299,32,2,1,4502.00
LN1010765,Manoj Kumari,6193737769,Tamil Nadu,Tirunelveli,RURAL,Individual Loan,2023-12-10,18,18,60000.00,60000.00,0.00,0.00,4533.00,27198.00,0,2023-09-21,4533.00,179,91-180,Active,,,,22,1,0,0.00
LN1010766,Manju Roy,6662079282,Bihar,Samastipur,URBAN,Individual Loan,2022-08-10,36,36,30000.00,24167.00,5833.00,1050.00,1433.00,17196.00,7,2023-04-02,1433.00,346,181-360,Active,,,,21,3,1,2038.00
LN1010767,Sunita Yadav,8319380654,Maharashtra,Aurangabad,RURAL,Agriculture Allied,2022-07-21,24,24,75000.00,15625.00,59375.00,10688.00,4625.00,4625.00,19,2024-03-04,4625.00,15,0-30,Active,41404,21092,0.6211,46,1,1,4359.00
LN1010768,Sita Paswan,9149444471,West Bengal,Malda,RURAL,Agriculture Allied,2023-08-31,36,36,30000.00,29167.00,833.00,150.00,1433.00,8598.00,1,2023-09-21,,179,91-180,Active,61513,48674,0.8146,23,5,0,0.00
LN1010769,Urmila Mondal,8675961421,Odisha,Cuttack,RURAL,Micro-Enterprise,2023-06-17,24,24,60000.00,42500.00,17500.00,3150.00,3700.00,7400.00,7,2024-01-15,3700.00,56,31-60,Active,28267,17074,0.7349,49,1,1,3700.00
LN1010770,Sunil Mondal,8690371167,Bihar,Gaya,RURAL,Micro-Enterprise,2022-01-12,36,36,100000.00,30556.00,69444.00,12500.00,4778.00,4778.00,25,2024-02-17,4778.00,21,0-30,Active,25752,18090,0.8880,42,4,1,3333.00
LN1010771,Shanti Sharma,7127212813,Odisha,Khordha,RURAL,Agriculture Allied,2022-08-13,36,36,100000.00,61111.00,38889.00,7000.00,4778.00,23890.00,14,2023-11-11,4778.00,125,91-180,Active,,,,52,3,1,4778.00
